user hashtag hour weight
1248706165 7206 394674 1
381681276 16158 394674 1
381681276 12225 394674 1
381681276 4447 394674 1
381681276 1740 394674 1
571714677 4447 394674 2
35328409 4447 394674 1
35328409 10248 394674 1
35328409 3271 394674 4
2792613395 15596 394674 2
2792613395 5070 394674 1
1388120449 10220 394674 1
495946370 6173 394674 1
1247415704 16639 394674 1
270081080 1811 394674 1
270081080 724 394674 1
2767072467 14198 394674 1
91564311 15148 394674 1
91564311 10220 394674 2
91564311 4447 394674 3
2868582423 10220 394674 1
2868582423 10248 394674 2
2868582423 15596 394674 1
2659288343 1811 394674 1
1163250104 1811 394674 1
1163250104 6933 394674 1
1163250104 15755 394674 1
1163250104 4447 394674 1
1163250104 12628 394674 1
563159409 4447 394674 1
563159409 8839 394674 1
563159409 6718 394674 1
1289231340 3978 394674 1
35328409 13641 394674 4
35328409 10262 394674 1
1037479752 2435 394674 1
604512025 7522 394674 4
604512025 3461 394674 4
604512025 12711 394674 3
604512025 3271 394674 1
604512025 10213 394674 4
604512025 3655 394674 4
604512025 12449 394674 4
604512025 2923 394674 4
2885446857 4447 394674 1
2858442870 4059 394674 1
604512025 3270 394674 3
902353068 2303 394674 1
902353068 7710 394674 1
94610168 5170 394674 2
571678758 15148 394674 1
173284224 841 394674 1
173284224 12348 394674 1
2815837324 4447 394674 1
2815837324 7403 394674 1
2966008199 4447 394674 1
604512025 3891 394674 1
73718068 16870 394674 1
73718068 3271 394674 2
73718068 7368 394674 2
73718068 16867 394674 1
73718068 16871 394674 1
1142986550 16267 394674 1
22475342 13662 394674 1
114592644 13662 394674 1
320759928 724 394674 1
320759928 4447 394674 3
320759928 3271 394674 1
2699673749 17251 394674 1
495314645 5756 394674 1
2241031368 1835 394674 1
536436626 14334 394674 1
257197702 9729 394674 1
257197702 16969 394674 1
320759928 1811 394674 2
320759928 6849 394674 1
50878333 15596 394674 1
50878333 4447 394674 1
50878333 5070 394674 1
1413247374 13156 394674 1
75654722 842 394674 1
542059340 14018 394674 1
542059340 1811 394674 1
546055990 14334 394674 2
518700100 15845 394674 1
518700100 12717 394674 1
518700100 15223 394674 1
518700100 14761 394674 1
518700100 13662 394674 1
518700100 1811 394674 1
518700100 11530 394674 1
518700100 14759 394674 1
303959597 842 394674 1
240269263 5347 394674 1
194045521 3984 394674 1
194045521 10220 394674 1
194045521 3983 394674 3
2868582423 4447 394674 2
2868582423 4577 394674 1
2868582423 14185 394674 1
73718068 11728 394674 1
73718068 12194 394674 1
73718068 11726 394674 1
571678758 5170 394674 1
597711286 4447 394674 1
597711286 1811 394674 1
536553774 6858 394674 2
1089693385 14337 394674 1
1089693385 520 394674 1
1089693385 6255 394674 1
568215720 15691 394674 1
568215720 7709 394674 1
137166636 7491 394674 1
137166636 1811 394674 1
137166636 2032 394674 1
194198767 2303 394674 3
194198767 10220 394674 3
321255861 9932 394674 1
475784132 8322 394674 1
63233971 1009 394674 1
63233971 11100 394674 1
346183155 16178 394674 1
320663460 1939 394674 1
123627106 10358 394674 1
123627106 7708 394674 1
123627106 15596 394674 1
123627106 7378 394674 1
123627106 1811 394674 1
123627106 10220 394674 1
123627106 4447 394674 1
123627106 15365 394674 1
1269874626 4798 394674 1
310785244 10898 394674 1
2868582423 13585 394674 3
2868582423 4948 394674 1
1811512418 13826 394674 1
1270520594 4447 394674 1
1270520594 6820 394674 1
1423146925 4447 394674 1
932387071 6849 394674 1
56097286 7368 394674 1
532176319 7837 394674 1
532176319 3271 394674 1
1700496565 14334 394674 1
1420065476 4447 394674 1
1076176465 4447 394674 1
2858442870 8465 394674 1
983316294 5170 394674 1
2537835973 1811 394674 1
2537835973 15596 394674 1
2297142892 4447 394674 1
18503976 1811 394674 1
18503976 7368 394674 1
191062814 6479 394674 1
459560742 14558 394674 1
177174681 4447 394674 1
2810166682 14334 394674 1
1428649135 9423 394674 1
1428649135 9318 394674 1
64455841 14437 394674 1
64455841 13365 394674 1
1270552358 3272 394674 1
1270552358 9397 394674 1
603801323 6582 394674 1
6482112 13242 394674 1
2411301282 4491 394674 1
416551329 1811 394674 1
416551329 15596 394674 1
416551329 12804 394674 1
416551329 6396 394674 1
2810166682 1794 394674 1
2810166682 6396 394674 1
1186853407 320 394674 1
1206160009 10457 394674 1
356791705 15596 394674 1
760527547 13662 394674 1
630380621 6787 394674 1
248904802 16795 394674 1
571678758 1811 394674 1
1465355593 10098 394674 1
396090289 1811 394674 1
623039504 13662 394674 1
627551246 4560 394674 1
1712724912 6849 394674 1
1712724912 4447 394674 1
416551329 11628 394674 1
2857487423 726 394674 1
1541224592 15596 394674 1
51006982 4447 394674 1
2257250632 1811 394674 1
2257250632 9533 394674 1
2257250632 4447 394674 1
270854605 7480 394674 1
270854605 4447 394674 1
1510112354 1508 394674 1
1510112354 6957 394674 1
2238253636 4447 394674 2
118129416 1811 394674 1
343918350 4447 394674 1
169113417 7379 394674 1
532176319 2121 394674 1
195514447 4447 394674 1
195514447 13241 394674 1
195514447 15523 394674 2
2271806000 6849 394674 1
2563414095 4447 394674 1
2345445384 2303 394674 2
554538988 4447 394674 1
554538988 1811 394674 1
2957633390 6101 394674 1
2957633390 7368 394674 1
344426698 15596 394674 1
344426698 7708 394674 2
344426698 3420 394674 1
2808218208 1811 394674 2
2808218208 2303 394674 2
2808218208 5070 394674 2
194045521 1811 394674 2
1228508011 4447 394674 1
1228508011 655 394674 1
561322406 1811 394674 2
561322406 14185 394674 2
561322406 12738 394674 2
561322406 12281 394674 2
561322406 15229 394674 2
384343543 13390 394674 1
384343543 13256 394674 1
384343543 16805 394674 1
384343543 13393 394674 1
624210840 8972 394674 1
2915197727 9810 394674 1
195514447 13127 394674 1
416551329 12482 394674 1
416551329 11156 394674 1
416551329 11358 394674 1
485654069 4394 394674 1
485654069 4447 394674 1
485654069 1811 394674 1
241250699 5170 394674 1
533081958 15596 394674 1
2163569903 2303 394674 2
2163569903 10220 394674 1
2899489367 4447 394674 1
2591498818 12717 394674 1
2591498818 15246 394674 1
2591498818 10708 394674 1
2591498818 16658 394674 1
2267178626 4447 394674 1
315984282 14337 394674 1
1143409760 15596 394674 1
2463448968 14337 394674 1
1103434789 4447 394674 1
247855701 16884 394674 1
247855701 3420 394674 1
247855701 15767 394674 1
247855701 12600 394674 1
1196359129 1811 394674 1
2173992019 1811 394674 1
40710415 4447 394674 1
2413767381 15596 394674 1
11039862 7981 394674 1
1934893836 15596 394674 1
575126887 4447 394674 1
2902794105 10906 394674 1
2902794105 10650 394674 1
2902794105 13574 394674 1
2306962183 7378 394674 1
2306962183 15596 394674 1
2867089235 5170 394674 1
741433814 16617 394674 1
2810744121 13967 394674 1
147232149 10220 394674 1
116181366 11740 394674 1
157653127 16659 394674 1
194198767 15596 394674 1
167348641 4447 394674 1
167348641 7708 394674 1
116181366 15978 394674 1
1357336824 15148 394674 1
1357336824 15596 394674 1
1076082146 3271 394674 1
1076082146 7368 394674 1
1076082146 7403 394674 1
1076082146 1346 394674 1
1076082146 1811 394674 1
42236586 12717 394674 1
42236586 17506 394674 1
42236586 7379 394674 1
42236586 17512 394674 1
42236586 17490 394674 1
42236586 1811 394674 1
1089780132 4447 394674 1
1089780132 1811 394674 1
291092213 15596 394674 1
1042966520 16658 394674 1
2194380549 4447 394674 1
2194380549 15389 394674 1
274608871 10446 394674 1
274608871 4262 394674 1
274608871 5839 394674 1
274608871 4301 394674 1
274608871 8437 394674 1
349169858 10118 394674 1
1474909182 1811 394674 1
1474909182 2306 394674 1
298548778 10220 394674 1
1934893836 5175 394674 1
2286408430 6478 394674 1
736322450 4447 394674 1
413253779 4447 394674 1
413253779 6849 394674 1
111816507 13439 394674 1
580770245 14334 394674 1
121843993 15296 394674 2
794153274 15596 394674 1
794153274 16862 394674 1
794153274 4447 394674 1
794153274 5070 394674 1
794153274 7368 394674 1
266224781 1811 394674 1
266224781 15160 394674 1
1346104482 4447 394674 1
1346104482 6719 394674 1
409972882 1811 394674 1
724386000 6618 394674 1
187831350 1744 394674 1
161739081 4447 394674 1
161739081 6849 394674 1
161739081 1811 394674 1
161739081 7864 394674 1
188716481 12068 394674 1
2884543485 11972 394674 1
2884543485 9923 394674 1
760527547 4190 394674 1
1128504331 14334 394674 1
1228516032 14337 394674 1
532429017 10160 394674 1
2501577482 4447 394674 1
542161350 5170 394674 1
542161350 1811 394674 1
542161350 6797 394674 1
725985883 1972 394674 1
725985883 5170 394674 1
725985883 9842 394674 1
187831350 15596 394674 2
187831350 1811 394674 1
977818573 9812 394674 1
432574798 14334 394674 1
1009396680 4447 394674 1
100428541 6849 394674 1
100428541 4447 394674 1
114073151 1122 394674 1
114073151 16975 394674 1
555433892 4447 394674 1
555433892 11369 394674 1
555433892 14550 394674 1
555433892 1572 394674 1
555433892 1811 394674 1
127808098 1811 394674 1
2363080172 15596 394674 3
2363080172 4447 394674 1
2902794105 4447 394674 1
2902794105 228 394674 1
2902794105 11737 394674 1
247050286 15596 394674 2
247050286 1811 394674 2
247050286 7368 394674 2
106453273 17337 394674 1
106453273 4447 394674 1
106453273 6565 394674 1
205863400 15596 394674 2
205863400 6396 394674 1
205863400 7944 394674 1
205863400 2141 394674 1
403396926 1572 394674 1
921540230 14171 394674 1
453842335 4447 394674 1
2190259756 14055 394674 1
355600461 1811 394674 3
2633511981 4447 394674 1
891922525 4447 394674 1
344426698 422 394674 1
344426698 7376 394674 1
417392209 14300 394674 1
2537835973 3036 394674 1
2729192429 15596 394674 1
2729192429 1744 394674 1
591712861 1811 394674 2
392740026 8016 394674 1
392740026 1811 394674 1
392740026 1266 394674 1
392740026 4447 394674 1
1316326537 1811 394674 1
580770245 6293 394674 1
1206193705 2071 394674 1
188081437 13585 394674 2
188081437 7152 394674 2
188081437 10788 394674 1
2394449727 4447 394674 1
2394449727 5590 394674 1
8878442 5376 394674 1
984529136 1811 394674 3
24372498 11636 394674 2
24372498 13122 394674 2
24372498 11192 394674 2
24372498 15398 394674 2
24372498 13121 394674 2
24372498 12400 394674 1
24372498 11719 394674 1
24372498 12988 394674 2
24372498 14242 394674 2
24372498 14241 394674 2
24372498 15593 394674 2
17186796 1811 394674 1
17186796 7378 394674 1
17186796 7708 394674 1
2303408663 1811 394674 1
791052536 3440 394674 1
791052536 2303 394674 1
858601602 9679 394674 1
1316326537 14334 394674 1
984529136 16550 394674 1
984529136 4447 394674 1
749686110 1301 394674 1
749686110 8006 394674 2
99523085 4577 394674 1
1125201763 15596 394674 2
109653444 9772 394674 1
236061565 15148 394674 1
236061565 2106 394674 1
236061565 1811 394674 1
236061565 15596 394674 1
236061565 5070 394674 1
140772501 1811 394674 1
140772501 8006 394674 1
794153274 5170 394674 1
2504373825 8219 394674 1
2504373825 4145 394674 1
220758115 1811 394674 1
1349344464 4670 394674 1
1228508011 15935 394674 1
707320723 4447 394674 1
46180837 4447 394674 1
2345445384 15596 394674 1
2950469169 9844 394674 1
17902785 13662 394674 1
24372498 15924 394674 1
24372498 15425 394674 1
95148130 2303 394674 2
1125492020 5170 394674 1
601417629 1242 394674 1
633656158 5171 394674 1
1470136669 2308 394674 1
1394831300 6820 394674 1
420600650 15596 394674 2
41883569 9519 394674 1
188081437 580 394674 1
188081437 4577 394674 1
188081437 6861 394674 1
356791705 11891 394674 1
114073151 12997 394674 1
114073151 2303 394674 1
114073151 11890 394674 1
241854311 15596 394674 2
983298895 4447 394674 1
983298895 15596 394674 1
983298895 1811 394674 1
2415397660 15596 394674 1
41883569 16677 394674 1
2868582423 4446 394674 1
952344392 7783 394674 1
952344392 2303 394674 1
585054275 1811 394674 1
585054275 15596 394674 2
585054275 9785 394674 2
601417629 7656 394674 1
229228347 6802 394674 1
1470136669 12721 394674 1
535615516 4447 394674 1
545977264 2303 394674 1
772279418 842 394674 1
2359710708 15596 394674 2
114943722 2303 394674 1
749686110 2306 394674 1
187831350 3272 394674 1
1365660102 4447 394674 1
35328409 1811 394674 1
2868582423 2306 394674 1
2868582423 695 394674 1
2868582423 13869 394674 1
2868582423 5070 394674 1
43562891 2306 394674 1
1488384222 2303 394674 1
984529136 15596 394674 1
205863400 4447 394674 1
205863400 5070 394674 1
1674045481 16677 394674 3
91564311 15596 394674 1
565912671 2625 394674 1
565912671 2694 394674 1
101187185 2793 394674 1
101187185 12340 394674 1
599362457 15148 394674 1
1470136669 13266 394674 1
1470136669 3285 394674 1
1470136669 14894 394674 1
387401338 841 394674 1
623602508 15596 394674 1
623602508 2306 394674 1
94318644 15596 394674 1
94318644 7403 394674 1
2163569903 842 394674 1
1047762673 842 394674 1
1047762673 1811 394674 1
224694984 4447 394674 1
497308909 842 394674 1
628608875 14334 394674 1
977818573 695 394674 1
977818573 2303 394674 1
105774583 6849 394674 1
105774583 1811 394674 1
105774583 4447 394674 1
1868239177 9519 394675 2
35328409 3271 394675 2
35328409 1811 394675 2
2563414095 4447 394675 1
2915197727 4447 394675 1
2593398123 13240 394675 1
2593398123 13193 394675 1
2593398123 10220 394675 2
2593398123 15147 394675 1
52054932 2303 394675 8
447825154 14334 394675 1
91564311 16705 394675 1
1470136669 3285 394675 1
476764049 5170 394675 1
211812551 4447 394675 1
211812551 17046 394675 1
2595502445 1811 394675 1
2595502445 1779 394675 1
2595502445 4447 394675 1
1954508112 2305 394675 1
288241045 7210 394675 1
288241045 9170 394675 1
760527547 4190 394675 1
341232103 5747 394675 1
749686110 8006 394675 5
315984282 14108 394675 2
522182935 422 394675 13
749686110 2306 394675 3
561048617 842 394675 2
144188800 9581 394675 1
515591445 842 394675 1
453002191 1811 394675 1
1326399410 4447 394675 2
133787945 3271 394675 2
133787945 12609 394675 2
1330002685 15596 394675 1
476764049 4700 394675 1
216152468 13529 394675 1
216152468 13316 394675 1
216152468 14675 394675 1
406513507 7790 394675 2
1365660102 7152 394675 1
346183155 11597 394675 1
181743488 2303 394675 1
181743488 15596 394675 1
2286408430 5756 394675 1
1722905868 842 394675 2
977818573 7789 394675 1
236853536 1811 394675 1
302564474 868 394675 7
302564474 1811 394675 7
302564474 7403 394675 1
302564474 7378 394675 1
420600650 15596 394675 13
356791705 15594 394675 1
354897801 9811 394675 1
1674045481 16677 394675 4
882662605 842 394675 1
51998077 14747 394675 1
51998077 13662 394675 1
51998077 11556 394675 1
51998077 13298 394675 1
51998077 13297 394675 1
51998077 13304 394675 1
51998077 10906 394675 1
51998077 13914 394675 1
1009006147 6165 394675 1
1958862409 15596 394675 1
1413247374 10886 394675 1
1413247374 11892 394675 1
1413247374 15596 394675 2
467693814 10886 394675 1
138372496 695 394675 1
2957633390 3271 394675 1
43562891 2306 394675 1
245450893 4447 394675 1
245450893 16658 394675 1
245450893 715 394675 1
245450893 17225 394675 1
245450893 3375 394675 1
111816507 2141 394675 1
111816507 3987 394675 1
532176319 2306 394675 1
225003204 5054 394675 5
225003204 12292 394675 4
1541325164 14334 394675 1
41883569 14337 394675 1
18503976 7368 394675 1
977818573 2303 394675 4
977818573 2625 394675 1
2883060149 842 394675 1
2883060149 7744 394675 1
1280094536 15596 394675 3
341232103 6147 394675 1
245443161 10220 394675 1
245443161 7368 394675 3
245443161 3271 394675 3
245443161 2303 394675 1
245443161 1811 394675 1
245443161 7403 394675 2
478686362 6478 394675 1
1511336053 3271 394675 1
1511336053 4447 394675 2
194045521 4577 394675 1
393538858 2303 394675 9
1949830452 4447 394675 1
1330002685 13070 394675 1
302564474 2306 394675 5
355600461 1811 394675 6
2584596336 3420 394675 1
2584596336 15596 394675 1
406513507 842 394675 1
1145437963 2303 394675 2
528696819 11306 394675 1
528696819 6849 394675 1
528696819 8839 394675 1
1280094536 13140 394675 1
522182935 2303 394675 4
522182935 7790 394675 1
977818573 3420 394675 2
977818573 11890 394675 1
977818573 3385 394675 1
52054932 15599 394675 3
322810914 11556 394675 2
2392199876 9344 394675 1
2392199876 9426 394675 1
2593398123 13241 394675 1
383418434 9713 394675 1
1401784574 7708 394675 1
907637090 8016 394675 1
907637090 3452 394675 7
114073151 2303 394675 2
114073151 10220 394675 4
114073151 13241 394675 1
2439795128 724 394675 1
2439795128 15596 394675 1
2439795128 4447 394675 1
1485206364 15147 394675 1
1485206364 15500 394675 1
1485206364 16677 394675 1
1485206364 10886 394675 1
1204397286 4447 394675 1
1204397286 1811 394675 1
2344785839 14334 394675 1
2596714842 4447 394675 1
2596714842 5125 394675 1
2596714842 1744 394675 1
2596714842 5162 394675 1
2873894994 4447 394675 1
2873894994 5237 394675 1
1944476713 596 394675 1
1944476713 5455 394675 1
1944476713 9407 394675 1
1944476713 7287 394675 1
194198767 15601 394675 1
982278788 15596 394675 1
982278788 2303 394675 1
789124506 12113 394675 1
1460602556 15596 394675 3
2638673313 1811 394675 1
2435507813 6820 394675 1
1078837752 842 394675 1
225003204 12291 394675 3
52054932 1811 394675 4
1015051783 4447 394675 2
310402564 2106 394675 2
434268971 14158 394675 1
1280094536 842 394675 2
1280094536 3685 394675 1
559912832 4447 394675 1
1325147130 10276 394675 1
420600650 842 394675 1
163050214 13662 394675 1
163050214 11556 394675 1
163050214 13483 394675 2
163050214 16666 394675 1
163050214 14941 394675 1
977818573 10886 394675 1
977818573 9975 394675 1
635586023 2303 394675 1
496226859 13662 394675 1
496226859 11556 394675 1
496226859 13483 394675 2
496226859 14941 394675 1
496226859 16666 394675 1
633656158 2303 394675 1
52054932 15596 394675 2
52054932 2306 394675 1
983298895 1482 394675 1
983298895 15596 394675 1
983298895 7279 394675 1
983298895 4447 394675 1
363117875 3420 394675 1
363117875 1811 394675 1
363117875 4447 394675 1
1125201763 15596 394675 1
1511552478 15596 394675 1
1511552478 4447 394675 1
1488384222 2303 394675 2
1488384222 15596 394675 5
133787945 13445 394675 1
91564311 12166 394675 1
91564311 4447 394675 6
250637461 7152 394675 1
250637461 4946 394675 1
310402564 15596 394675 4
310402564 16862 394675 1
310402564 15148 394675 1
310402564 1811 394675 2
2657398300 2303 394675 1
226989385 4447 394675 1
2537835973 14112 394675 2
597718898 959 394675 1
597718898 2190 394675 1
597718898 4447 394675 1
597718898 8577 394675 1
2422161893 6807 394675 1
2422161893 1572 394675 1
2942647131 4447 394675 2
454964871 15596 394675 3
2905240955 8345 394675 1
2905240955 4447 394675 2
2905240955 3931 394675 1
236092041 1811 394675 1
91564311 2306 394675 2
224694984 4447 394675 1
2521447370 15596 394675 1
1337495803 13379 394675 1
1337495803 3258 394675 1
422516158 5170 394675 1
1047762673 1811 394675 3
2765818300 15598 394675 1
2765818300 2303 394675 1
2765818300 10886 394675 1
563159409 4447 394675 1
315984282 5160 394675 1
1121717311 5244 394675 1
1121717311 5470 394675 1
24063464 12865 394675 1
24063464 9132 394675 1
497308909 842 394675 1
1215478519 1811 394675 1
1563288314 14334 394675 2
1488384222 15598 394675 1
422516158 15157 394675 1
422516158 12408 394675 1
422516158 13547 394675 1
333521659 5175 394675 1
250637461 3271 394675 1
250637461 4447 394675 1
250637461 10909 394675 1
2883173431 7047 394675 1
2315590381 13662 394675 2
2315590381 11556 394675 2
490252618 4447 394675 1
509511715 2298 394675 1
509511715 244 394675 1
938717748 4531 394675 1
2363080172 15596 394675 2
188081437 6861 394675 1
188081437 4577 394675 1
276420373 4798 394675 1
276420373 1811 394675 1
2806960199 5071 394675 1
2806960199 695 394675 1
2806960199 1811 394675 2
1428614096 10621 394675 1
1428614096 15982 394675 1
1955068934 12804 394675 1
205863400 15596 394675 4
205863400 10220 394675 1
205863400 422 394675 5
169113417 13216 394675 1
169113417 7412 394675 1
789521016 4447 394675 2
41883569 9519 394675 1
2493449580 15596 394675 1
533512860 4447 394675 1
533512860 9533 394675 1
75249632 7217 394675 1
248218761 1481 394675 1
341232103 3420 394675 5
1488384222 7708 394675 2
1428614096 12578 394675 1
1428614096 16824 394675 1
392740026 16677 394675 1
392740026 10886 394675 1
392740026 7708 394675 1
392740026 12120 394675 1
469392694 13662 394675 1
118485282 10220 394675 3
2359710708 15596 394675 1
749686110 7368 394675 6
418380427 4447 394675 1
418380427 1811 394675 1
418380427 3303 394675 1
207523639 7378 394675 1
207523639 7368 394675 1
1511336053 4205 394675 1
1047762673 10220 394675 1
822053700 15596 394675 1
1035721915 842 394675 1
736322450 10209 394675 1
1066919798 15596 394675 5
114943722 2318 394675 1
114943722 10220 394675 1
114943722 2554 394675 1
1055144504 11155 394675 1
2439136147 15052 394675 1
2815837324 12531 394675 1
169113417 7379 394675 2
1691297052 4447 394675 1
1074747048 9134 394675 2
2751984426 4447 394675 1
2751984426 6849 394675 1
2751984426 1811 394675 1
2315590381 8898 394675 1
2335478772 5170 394675 1
2845006569 13241 394675 1
835550582 14337 394675 1
813135277 1104 394675 2
813135277 2481 394675 2
1056182378 7874 394675 1
205863400 5070 394675 3
205863400 2141 394675 2
114073151 12215 394675 1
2382378259 652 394675 1
2382378259 5786 394675 1
2382378259 2915 394675 1
2382378259 5788 394675 1
2382378259 7683 394675 1
2382378259 15404 394675 1
1396770006 4577 394675 2
1396770006 3265 394675 1
251348688 6849 394675 1
251348688 4447 394675 1
251348688 1811 394675 1
522182935 3986 394675 5
522182935 7710 394675 2
1557680244 15596 394675 1
864806042 1811 394675 1
1868239177 9134 394675 2
1868239177 15596 394675 3
2868582423 695 394675 1
2868582423 13869 394675 1
2868582423 10220 394675 2
2868582423 10248 394675 2
2868582423 15596 394675 2
61882705 5603 394675 1
61882705 6849 394675 1
61882705 4447 394675 1
1707058502 1811 394675 2
2449242939 15596 394675 1
2449242939 10220 394675 1
22290941 7705 394675 1
22290941 5070 394675 2
22290941 1811 394675 1
22290941 2141 394675 1
22290941 2306 394675 2
22290941 3392 394675 2
22290941 724 394675 2
194198767 15596 394675 1
194198767 2303 394675 2
194198767 10220 394675 1
468430853 16677 394675 1
62569565 15223 394675 2
62569565 13662 394675 3
62569565 11556 394675 3
